Data Link,Version Name,Version Description,Keywords
https://data.egov.kz/api/v4/enshiles_uiymdarda_iske_asyryl1/v3?apiKey=yourApiKey,Статистические показатели АО «Национальный холдинг «QazBioPharm»,В данном сборнике представлены статистические показатели АО «НХ «QazBioPharm» и его дочерних компаний.,"Ключевые слова
Статистикарезультатыдочерние организацииАО «Национальный холдинг «QazBioPharm»."
https://data.egov.kz/api/v4/qazbiopharm_ulttyk_holdingi_10/v3?apiKey=yourApiKey,Организационная структура НАО «Казахстанский институт общественного развития»,Данный набор содержит информацию об организационной структуре НАО «Казахстанский институт общественного развития»,"Ключевые слова
Организационная структураКИОР"
https://data.egov.kz/api/v4/1234struktura/v1?apiKey=yourApiKey,"Статистические данные по обращениям физических и юридических лиц, поступающих в НАО «Казахстанский институт общественного развития»","В данном наборе содержатся статистические данные по обращениям физических и юридических лиц, поступающих в НАО «Казахстанский институт общественного развития» за I квартал 2025 года","Ключевые слова
обращения"
https://data.egov.kz/api/v4/1114/v1?apiKey=yourApiKey,Организационная структура НАО «Казахстанский институт общественного развития»,Данный набор содержит информацию об организационной структуре НАО «Казахстанский институт общественного развития»,"Ключевые слова
Организационная структураКИОР"
https://data.egov.kz/api/v4/1210/v2?apiKey=yourApiKey,"Состав совета директоров АО ""Холдинг ""КазАгро""",Состав совета директоров,"Ключевые слова
состав курамы директор"
https://data.egov.kz/api/v4/sovet_direktorov/v2?apiKey=yourApiKey,"Состав Правления АО ""Холдинг ""КазАгро""","Состав Правления АО ""Холдинг ""КазАгро""","Ключевые слова
состав курамы правления басқарма"
https://data.egov.kz/api/v4/sostav_pravlenya/?apiKey=yourApiKey,"Организационная структура АО ""Холдинг ""КазАгро""","Организационная структура АО ""Холдинг ""КазАгро""","Ключевые слова
структура құрылым"
https://data.egov.kz/api/v4/struktura_org/?apiKey=yourApiKey,"Список и контакты дочерних организаций АО ""Холдинг ""КазАгро""","Список и контакты дочерних организаций АО ""Холдинг ""КазАгро""","Ключевые слова
список контакты тізім байланыстары"
https://data.egov.kz/api/v4/spisok_kontakty/v1?apiKey=yourApiKey,"Список нормативных правовых актов, регулирующих деятельность АО ""Холдинг ""КазАгро""","Список нормативных правовых актов, регулирующих деятельность АО ""Холдинг ""КазАгро""","Ключевые слова
список нормативно-правовые акты тізім нормативтік-құқықтық актілер"
https://data.egov.kz/api/v4/spisok_aktov/?apiKey=yourApiKey,"Организационная структура АО ""НК ""KAZAKH INVEST""","Организационная структура АО ""НК ""KAZAKH INVEST""","Ключевые слова
ОрганизационнаяСтруктура"
https://data.egov.kz/api/v4/organizational_structure_kaza/v4?apiKey=yourApiKey,"Перечень нормативно-правовых актов АО ""НК ""KAZAKH INVEST""","Перечень нормативно-правовых актов АО ""НК ""KAZAKH INVEST""","Ключевые слова
НПАНормативно-правовойАктKazakh Invest"
https://data.egov.kz/api/v4/list_of_legal_acts_of_kazakh_/v5?apiKey=yourApiKey,"Почтовый адрес, телефоны АО ""НК ""KAZAKH INVEST""","Почтовый адрес, телефоны АО ""НК ""KAZAKH INVEST""","Ключевые слова
Адреспочтаэлектроннаятелефонконтакты"
https://data.egov.kz/api/v4/postal_address_telephones_of_1/v4?apiKey=yourApiKey,"Общая информация АО ""НК ""Kazakh Invest""",Общая информация,"Ключевые слова
kazakh invest"
https://data.egov.kz/api/v4/opendata-api-uri737/v1?apiKey=yourApiKey,Контактная информация,Контактная информация,"Ключевые слова
Kazakh Invest"
https://data.egov.kz/api/v4/opendata-api-uri738/v1?apiKey=yourApiKey,Вакантные должности РГП «ЦАИ»,Данный набор содержит информацию о вакантных должностях РГП «ЦАИ»,"Ключевые слова
бос орындар вакантные должности"
https://data.egov.kz/api/v4/tao_rmk-nyn_bos_lauazymdary/v4?apiKey=yourApiKey,"Перечень нормативных правовых актов, регулирующих деятельность РГП «ЦАИ»",Перечень нормативно правовых актов РГП «ЦАИ»,"Ключевые слова
переченьактыдокументацияНПА"
https://data.egov.kz/api/v4/tao_rmk_kyzmetin_retteitin_n/v9?apiKey=yourApiKey,Организационная структура РГП «ЦАИ»,должность,"Ключевые слова
Структурасотруднкииструктурное подразделениепредприятие"
https://data.egov.kz/api/v4/tao_rmk-nyn_uiymdyk_kurylymy3/v11?apiKey=yourApiKey,Результаты мониторинга средств массовой информации на предмет исполнения норм законодательства Республики Казахстан,Данный набор содержит информацию о результатах мониторинга интернет-ресурсов на предмет исполнения норм законодательства Республики Казахстан (за январь 2025 года),"Ключевые слова
интернет-ресурстарды мониторингілеунәтижелерімониторинг интернет-ресурсоврезультаты"
https://data.egov.kz/api/v4/kazakstan_respublikasy_zannama10/v47?apiKey=yourApiKey,Лесорубочный билет,"Лесорубочный билет является документом, предоставляющим лесопользователю право на заготовку и вывез древесины, живицы и второстепенных лесных ресурсов","Ключевые слова
Лесорубочный билет ағаш кесу билеті"
https://data.egov.kz/api/v4/agash_kesu_bileti1/?apiKey=yourApiKey,Пропаганда здорового образа жизни,Пропаганда здорового образа жизни,"Ключевые слова
здоровьеЗОЖДенсаулықСӨС"
https://data.egov.kz/api/v4/salauatty_omir_saltyn_nasihatt/v2?apiKey=yourApiKey,Информация о руководстве Предприятия,Информация о руководстве Предприятия,"Ключевые слова
руководствобасшылықmanagement"
https://data.egov.kz/api/v4/information_about_the_company3/v5?apiKey=yourApiKey,Профилактика инфекционных заболеваний,Профилактика инфекционных заболеваний,"Ключевые слова
профилактикаинфекционные заболеванияалдын алужұқпалы аурулар"
https://data.egov.kz/api/v4/zhukpaly_aurulardyn_aldyn_alu1/v1?apiKey=yourApiKey,Научно-образовательная деятельность Предприятия,Научно-образовательная деятельность Предприятия,"Ключевые слова
наукаобразованиедеятельностьғылымбілімқызмет"
https://data.egov.kz/api/v4/kasiporynnyn_gylymi-bilim_beru1/v1?apiKey=yourApiKey,Информация о миссии Предприятия,Информация о миссии Предприятия,"Ключевые слова
миссия"
https://data.egov.kz/api/v4/opendata-api-uri596/v2?apiKey=yourApiKey,Сведения о наблюдательном совете,Сведения о наблюдательном совете,"Ключевые слова
наблюдательный советбақылау кеңесі"
https://data.egov.kz/api/v4/opendata-api-uri797/v4?apiKey=yourApiKey,Состав Совета директоров АО «Фонд проблемных кредитов»,Состав Совета директоров АО «Фонд проблемных кредитов»,"Ключевые слова
СоветдиректоровСоставФПК"
https://data.egov.kz/api/v4/problemalyk_nesieler_kory_ak2/v9?apiKey=yourApiKey,"Перечень нормативных правовых актов, регулирующих деятельность АО «Фонд проблемных кредитов»","Перечень нормативных правовых актов, регулирующих деятельность АО «Фонд проблемных кредитов»","Ключевые слова
Перечень нормативных правовых актоврегулирующих деятельность АО «Фонд проблемных кредитов»"
https://data.egov.kz/api/v4/problemalyk_nesieler_kory_ak4/v1?apiKey=yourApiKey,Аналитические материалы,Аналитические материалы,"Ключевые слова
Аналитическиематериалы"
https://data.egov.kz/api/v4/analitikalyk_materialdar/v3?apiKey=yourApiKey,График личного приема физических лиц и представителей юридических лиц,График личного приема физических лиц и представителей юридических лиц,"Ключевые слова
ГрафикприемФПК"
https://data.egov.kz/api/v4/opendata-api-uri875/v2?apiKey=yourApiKey,Состав Правления АО «Фонд проблемных кредитов»,Состав Правления АО «Фонд проблемных кредитов»,"Ключевые слова
СоставПравлениеФПК"
https://data.egov.kz/api/v4/opendata-api-uri876/v1?apiKey=yourApiKey,Перечень реализуемого имущества налогоплательщиков «АО Фонд проблемных кредитов»,"Согласно Приказу Министра финансов Республики Казахстан от 22 октября 2021 года № 1094, АО «Фонд проблемных кредитов» определен уполномоченным юридическим лицом в сфере реализации заложенного налогоплательщиком и (или) третьим лицом, а также ограниченного в распоряжении имущества налогоплательщика (налогового агента) в счет налоговой задолженности, плательщика - в счет задолженности по таможенным платежам и налогам, специальным, антидемпинговым, компенсационным пошлинам, пеней, процентов за отсрочку уплаты таможенных пошлин, и (или) товаров, задержанных органами государственных доходов.","Ключевые слова
ФПКПереченьимущества налогоплательщиков"
https://data.egov.kz/api/v4/opendata-api-uri903/v29?apiKey=yourApiKey,Перечень балансового имущества «АО Фонд проблемных кредитов»,Перечень балансового имущества «АО Фонд проблемных кредитов»,"Ключевые слова
ФПКБалансовое имуществореализациямүлікбаланс"
https://data.egov.kz/api/v4/problemalyk_kreditter_kory_a/v13?apiKey=yourApiKey,Руководство,В данном наборе содержится информация о руководстве,Ключевые слова
https://data.egov.kz/api/v4/basshylyk2/v1?apiKey=yourApiKey,Виды деятельности,В данном наборе содержится информация по видам деятельности,"Ключевые слова
ТООNurZholyCustomsServiceДеятельностьҚызметі"
https://data.egov.kz/api/v4/kyzmet_turleri2/v1?apiKey=yourApiKey,Контактные данные,В данном наборе содержится контактная информация,Ключевые слова
https://data.egov.kz/api/v4/bailanys_derekteri/v1?apiKey=yourApiKey,Пропускная способность автомобильных транспортных средств,В данном наборе содержится информация о пропускной способности автомобильных транспортных средств на складах временного хранения (СВХ),"Ключевые слова
ТООDigitalSilkRoadПропускнаяСпособностьӨткізуҚабілеті"
https://data.egov.kz/api/v4/avtokolik_kuraldarynyn_otkizu_/v9?apiKey=yourApiKey,График приема граждан,В данном наборе содержится информация о графике приема граждан (физических и юридических лиц),"Ключевые слова
ТООNurZholyCustomsServiceГрафикКесте"
https://data.egov.kz/api/v4/azamattardy_kabyldau_kestesi3/v1?apiKey=yourApiKey,Совет Директоров Общества,"Состав совета директоров Акционерного общества «Национальный центр космических исследований и технологий»: КАЗКЕНОВ АЛАН АМАНЖОЛОВИЧ Заместитель Председателя Аэрокосмического комитета Министерства цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан Председатель Совета директоров АО «Национальный центр космических исследований и технологий» КУРИЕВ СУЛТАН ХУСЕНОВИЧ Заместитель директора департамента Корпоративного управления Министерства цифрового развития, инноваций и аэрокосмической промышленности Республики Казахстан Член Совета директоров АО «Национальный центр космических исследований и технологий» ТАШЕНЕВ БАКЫТБЕК ХАКИМОВИЧ Председатель Комитета государственного имущества и приватизации Министерства финансов Республики Казахстан Член Совета директоров АО «Национальный центр космических исследований и технологий» НУРГУЖИН МАРАТ РАХМАЛИЕВИЧ Председатель Правления акционерного общества «Национальный центр космических исследований и технологий» Член Совета директоров АО «Национальный центр космических исследований и технологий» АДАМОВ ТАЛГАТ НЕСИПБАЕВИЧ Генеральный директор Товарищества с ограниченной ответственностью «Специальное конструкторско-технологическое бюро «Гранит» (ТОО «СКТБ «Гранит») Независимый директор, председатель Комитета по внутреннему аудиту Совета директоров АО «Национальный центр космических исследований и технологий» СЫРГАЛИЕВ ЕРЖАН ОМИРХАНОВИЧ Советник ЧУ ««Nazarbayev University Research and Innovation System», кандидат физико-математических наук, Член Совета директоров АО «Национальный центр космических исследований и технологий», независимый директор, председатель Комитета по стратегии и финансам Совета директоров АО «Национальный центр космических исследований и технологий» РАКИШЕВА ЗАУРЕ БАЯНОВНА заведующая кафедрой механики механико-математического факультета Казахского национального университета имени аль-Фараби, Член Совета директоров АО «Национальный центр космических исследований и технологий», независимый директор",
https://data.egov.kz/api/v4/sd/?apiKey=yourApiKey,Правление Общества,"ПРАВЛЕНИЕ ОБЩЕСТВА: ПРЕДСЕДАТЕЛЬ ПРАВЛЕНИЯ — Нургужин Марат Рахмалиевич доктор технических наук, профессор, академик Международной академии информатизации и Инженерной академии РК. ЗАМЕСТИТЕЛЬ ПРЕДСЕДАТЕЛЯ ПРАВЛЕНИЯ — Бибосинов Асылхан Жанибекович Доктор PhD НАЧАЛЬНИК АДМИНИСТРАТИВНОГО ОТДЕЛА, ЧЛЕН ПРАВЛЕНИЯ — Турсагулова Гульнара Каиргильдиевна ГЛАВНЫЙ БУХГАЛТЕР, ЧЛЕН ПРАВЛЕНИЯ — Кадырова Ботакоз Исмагуловна ГЛАВНЫЙ ЭКОНОМИСТ, ЧЛЕН ПРАВЛЕНИЯ — Айнабекова Жазира Бейсенбековна",
https://data.egov.kz/api/v4/pravlenie/?apiKey=yourApiKey,График приема граждан руководством Общества,"Нургужин Марат Рахмалиевич, председатель Правления АО «НЦКИТ»: ежедневно, в рабочие дни, с 16-00 ч. до 17-00 ч. Бибосинов Асылхан Жанибекович, заместитель председателя Правления АО «НЦКИТ»: ежедневно, в рабочие дни, 16-00 ч. до 17-00 ч. Рассмотрение обращений физических и юридических лиц осуществляется в соответствии с Законом РК «О порядке рассмотрения обращений физических и юридических лиц».",
https://data.egov.kz/api/v4/grafik_pr/?apiKey=yourApiKey,Структура Центра,СТРУКТУРА ЦЕНТРА: Департамент дистанционного зондирования Земли Департамент космического материаловедения и приборостроения Дочернее товарищество с ограниченной ответственностью «Астрофизический институт им. В.Г.Фесенкова» Дочернее товарищество с ограниченной ответственностью «Институт ионосферы» Дочернее товарищество с ограниченной ответственностью «Институт космической техники и технологий»,"Ключевые слова
НЦКИТ космос космические исследования космическая технология наука"
https://data.egov.kz/api/v4/struc/?apiKey=yourApiKey,Виды деятельности,"Основной целью деятельности Общества является — осуществление научно-исследовательской, опытно-конструкторской и производственно-хозяйственной деятельности в области космических исследований и технологий. Общество осуществляет следующие виды деятельности: 1) координация и сопровождение научной и научно-технической деятельности научных организаций в области фундаментальных и прикладных научных исследований, в том числе: Общество осуществляет следующие виды деятельности: — формирование основных направлений и планов научных исследований научных организаций, проведение приемки законченных научных исследований, выполненных научными организациями, и представление их в Аэрокосмический комитет Министерства оборонной и аэрокосмической промышленности Республики Казахстан (далее – Комитет); — заслушивание ежегодных отчетов научных организаций о научной и научно-технической деятельности и на их основе представление в Комитет выводов и рекоменда­ций; 2) формирование междисциплинарных программ, координация исследовательской деятельности с научными организациями по другим научным направлениям; 3) научно-техническое обеспечение технологического развития космической инфраструктуры наземного и спутникового базирования; радиоэлектроники и связи, материаловедения, космической биологии и медицины, мониторинга и прогнозирования космической погоды, дистанционного зондирования природно-техногенных процессов, геоинформационного моделирования природно-территориальных комплексов, экосистем и природно-техногенных процессов; 4) разработка и (или) эксплуатация, участие в разработке и (или) эксплуатации космических средств различного назначения, космических систем связи, навигации и дистанционного зондирования: — выполнение исследований и работ по обеспечению экологической безопасности эксплуатации ракетно-космических комплексов различного назначения, включая их экологическую экспертизу и паспортизацию; — научно-техническая экспертиза существующих и перспективных проектов по космическим исследованиям и разработке космических систем; 5) проведение фундаментальных и прикладных работ в области космических исследований, создание научных основ современных космических технологий и их использование в различных отраслях экономики Казахстана: — исследование атмосферы и подстилающей поверхности методами аэрокосмического зондирования и распознавания образов с целью создания технологий мониторинга и прогнозирования территориальных систем; — применение технологий космического мониторинга и дистанционного зондирования для решения прикладных задач в области экологии, сельского хозяйства, геологии, картографии, землепользования, водного хозяйства и других территориальных объектов и процессов; — разработка и использование методов аэрокосмической съемки и создание на их основе географических информационных систем; — прием, обработка, распространение, эквивалентный обмен и продажа данных дистанционного зондирования земли из космоса; 6) исследования в области космического материаловедения, металлофизики, физики пластичности и термической обработки для решения задач по созданию новых конструкционных материалов с заданными структурой и свойствами; 7) разработка предложений по государственным приоритетам и научно- техническое обеспечение технологического развития космической инфраструктуры наземного и спутникового базирования; участие в выполнении проектных, проектно-технологических и конструкторских работ и в промышленном освоении новых космических технологий в области космической инфраструктуры наземного и спутникового базирования; радиоэлектроники и связи, материаловедения, биологии и медицины, мониторинга и прогнозирования космической погоды, дистанционного зондирования и мониторинга природно-техногенных процессов, геоинформационного моделирования природно-территориальных комплексов, экосистем и природно-техногенных процессов; 8) участие в промышленном освоении новых технологий в области космической инфраструктуры наземного и спутникового базирования, радиоэлектроники и связи, материалове­дения, космической биологии и медицины, мониторинга и прогнозирования космической погоды, дистанционного зондирования и мониторинга геоинформационного моделирования природно-территориальных комплексов, экосистем и природно-техногенных процессов; 9) участие в разработке научно-методического и нормативно-технического обеспечения функционирования космической инфраструктуры; 10) участие в опытно-конструкторских работах по созданию приборов и оборудования для космической отрасли, навигационного и медицинского оборудования и для других отраслей промышленности; 11) формирование банка данных по технологиям, приборам и оборудованию в области космической инфраструктуры наземного и спутникового базирования, радиоэлектроники и связи, материаловедения, космической биологии и медицины, мониторинга и прогнозирова­ния космической погоды, дистанционного зондирования и мониторинга геоинформационного моделирования природно-территориальных комплексов, экосистем и природно-техногенных процессов; 12) взаимодействие в пределах своей компетенции с аналогичными организациями иностранных государств по вопросам развития межгосударственного научно-технического сотрудничества в области космических технологий, новых технологий радиоэлектроники и связи, материаловедения, космической биологии и медицины, мониторинга и прогнозирования космической погоды, дистанционного зондирования, геоинформационного моделирования природно-территориальных комплексов, экосистем и природно-техногенных процессов; 13) обеспечение развития и функционирования опытно-экспериментальной, производственной и социальной сферы Общества; 14) участие в разработке нормативно-правовой документации по экологической и технической безопасности на предприятиях и объектах космической и других отраслей, применяющих космические технологии; 15) участие в научном обеспечении работ по стандартизации, информатизации, автоматизации, сертификации и сервисному обслуживанию предприятий и объектов космической и других отраслей, применяющих космические технологии; 16) участие в выполнении подрядных работ по разработке, изготовлению и сдаче в эксплуатацию новых приборов и оборудования в области космической инфраструктуры назем­ного и спутникового базирования, радиоэлектроники и связи, материаловедения, космической биологии и медицины, мониторинга и прогнозирования космической погоды, дистанционного зондирования и мониторинга геоинформационного моделирования природно-территориальных комплексов, экосистем и природно-техногенных процессов; 17) установление прямых связей с научными организациями, предприятиями различных форм собственности и создание условий для научно-информационного обеспечения ис­следований, обеспечение защиты научно-интеллектуальной собственности, реализации совместных проектов и осуществление научного сотрудничества; 18) участие в осуществлении пропаганды достижений науки и космических технологий; участие в организации и проведении между­народных и республиканских съездов, сессий, конференций, семинаров, совещаний, выста­вок; участие в издании научных журналов, трудов","Ключевые слова
НЦКИТ космос космические исследования космическая технология наука"
https://data.egov.kz/api/v4/vid_deyat/?apiKey=yourApiKey,Сведения об Обществе,Сведения об Обществе,"Ключевые слова
АО«КОРЭМ» Казахстанскийоператоррынкаэлектрическойэнергииимощности"
https://data.egov.kz/api/v4/opendata-api-uri491/v1?apiKey=yourApiKey,Новости компании,Новости компании,"Ключевые слова
АО «КОРЭМ» null null null null null null null null null null null Казахстанский оператор рынка электрической энергии и мощности"
https://data.egov.kz/api/v4/company_news/?apiKey=yourApiKey,Новости отрасли,Новости отрасли,"Ключевые слова
КОРЭМ Казахстанский оператор рынка электрической энергииимощности мощности"
https://data.egov.kz/api/v4/industry_news4/v2?apiKey=yourApiKey,Финансовые отчеты,Финансовые отчеты,"Ключевые слова
АО«КОРЭМ» Казахстанскийоператоррынкаэлектрическойэнергииимощности"
https://data.egov.kz/api/v4/financial_reports/v3?apiKey=yourApiKey,"План грантов НАО ""Центр поддержки гражданских инициатив""","План грантов НАО ""Центр поддержки гражданских инициатив""","Ключевые слова
череззапятую"
https://data.egov.kz/api/v4/230/v3?apiKey=yourApiKey,"Перечень грантополучателей НАО ""Центр поддержки гражданских инициатив""","Перечень грантополучателей НАО ""Центр поддержки гражданских инициатив""","Ключевые слова
Перечень"
https://data.egov.kz/api/v4/cisc_2021/v1?apiKey=yourApiKey,График приема физических лиц и представителей юридических лиц руководством НАО «Центр поддержки гражданских инициатив»,График приема физических лиц и представителей юридических лиц руководством НАО «Центр поддержки гражданских инициатив»,"Ключевые слова
График приема"
https://data.egov.kz/api/v4/242/?apiKey=yourApiKey,"План грантов НАО ""Центр поддержки гражданских инициатив""","План грантов НАО ""Центр поддержки гражданских инициатив""","Ключевые слова
череззапятую"
https://data.egov.kz/api/v4/azamattyk_bastamalardy_koldau_/v3?apiKey=yourApiKey,"Перечень грантополучателей НАО ""Центр поддержки гражданских инициатив"" на 2022 г.","Перечень грантополучателей НАО ""Центр поддержки гражданских инициатив"" на 2022 г.","Ключевые слова
череззапятую"
https://data.egov.kz/api/v4/2022_zhylga_arnalgan_azamattyk/v4?apiKey=yourApiKey,"НАО «Национальный центр детской реабилитации», количество детей прошедшие реабилитацию","НАО «Национальный центр детской реабилитации», количество детей прошедшие реабилитацию","Ключевые слова
бала оңалудетская реабилитация"
https://data.egov.kz/api/v4/opendata-api-uri755/v2?apiKey=yourApiKey,Количество госпитализированных детей в разрезе регионов,Количество госпитализированных детей в разрезе регионов,"Ключевые слова
бала оңалудетская реабилитация"
https://data.egov.kz/api/v4/kolichestvo_gospitalizirovanny/v5?apiKey=yourApiKey,"Количество пациентов, получивших БТА","Количество пациентов, получивших БТА","Ключевые слова
бала оңалудетская реабилитациябта"
https://data.egov.kz/api/v4/bta_algan_pacientter_sany/v7?apiKey=yourApiKey,Структура заболеваний пролеченных детей,Структура заболеваний пролеченных детей,"Ключевые слова
балаларды оңалтудетская реабилитация"
https://data.egov.kz/api/v4/emdelgen_balalar_aurularynyn_k/v2?apiKey=yourApiKey,Ортезы,количество ортезов,"Ключевые слова
балалар ортездердетские ортезыchildren's orthoses"
https://data.egov.kz/api/v4/ortezder_sany1/v1?apiKey=yourApiKey,График приема граждан,"данный набор содержит информацию о графике приема граждан руководителями РГП на ПХВ ""Республиканский научно-практический центр психического здоровья"" МЗ РК","Ключевые слова
психиатрияпсихологиянаркологияпсихическое здоровьепсихикалық саулықкестеграфик"
https://data.egov.kz/api/v4/kabyldau_kestesi5/v5?apiKey=yourApiKey,Статистика за 2023 год,Заболеваемость и контингент психическими и поведенческими расстройствами среди населения Республики Казахстан,"Ключевые слова
сырқаттануконтингентпсихикалық және мінез-құлық бұзылыстарызаболеваемостьпсихические и поведенческие расстройства."
https://data.egov.kz/api/v4/2023_zhylgy_statistika1/v1?apiKey=yourApiKey,"Об утверждении Правил принятия решений по управлению объектом кондоминиума и содержанию общего имущества объекта кондоминиума, а также типовые формы протоколов собрания",Правила принятия решений по управлению объектом кондоминиума и содержанию общего имущества объекта кондоминиума,"Ключевые слова
кондоминиум ОСИ ПТ"
https://data.egov.kz/api/v4/opendata-api-uri501/?apiKey=yourApiKey,"Об утверждении Правил принятия решений по управлению объектом кондоминиума и содержанию общего имущества объекта кондоминиума, а также типовые формы протоколов собрания",Правила принятия решений по управлению объектом кондоминиума и содержанию общего имущества объекта кондоминиума,"Ключевые слова
кондоминиум ОСИ ПТ"
https://data.egov.kz/api/v4/opendata-api-uri502/?apiKey=yourApiKey,"Об утверждении Методики расчета сметы расходов на управление объектом кондоминиума и содержание общего имущества объекта кондоминиума, а также методики расчета минимального размера расходов на управление объектом кондоминиума и содержание общего имущества объекта кондоминиума",Методика расчета сметы расходов на управление объектом кондоминиума и содержание общего имущества объекта кондоминиума,
https://data.egov.kz/api/v4/opendata-api-uri503/?apiKey=yourApiKey,"Об утверждении Методики расчета сметы расходов на управление объектом кондоминиума и содержание общего имущества объекта кондоминиума, а также методики расчета минимального размера расходов на управление объектом кондоминиума и содержание общего имущества объекта кондоминиума",Методика расчета сметы расходов на управление объектом кондоминиума и содержание общего имущества объекта кондоминиума,
https://data.egov.kz/api/v4/opendata-api-uri504/?apiKey=yourApiKey,Состав органа управления,О составе органа управления,"Ключевые слова
ҚұрамыСостав"
https://data.egov.kz/api/v4/baskaru_organynyn_kuramy/v8?apiKey=yourApiKey,Функции национального оператора,Функции национального оператора в области здравоохранения,"Ключевые слова
Функции национального оператора в области здравоохранения ""Turar Healthcare"""
